"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CAN","Canada","2010","2010",24.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CAN","Canada","2013","2013",25.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CAN","Canada","2015","2015",27.8,"B; D","Break; Difference in methodology"
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CAN","Canada","2017","2017",26.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2004","2004",22.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2005","2005",25.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2008","2008",25.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2010","2010",26.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2013","2013",26.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2015","2015",28.5,"B; D","Break; Difference in methodology"
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CAN","Canada","2017","2017",26.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2004","2004",22.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2005","2005",23.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2008","2008",24.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2010","2010",25.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2013","2013",25.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2015","2015",28.1,"B; D","Break; Difference in methodology"
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CAN","Canada","2017","2017",26.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2000","2000",15,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2005","2005",17,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2008","2008",21,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","CZE","Czech Republic","2010","2010",21,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CZE","Czech Republic","2000","2000",14,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CZE","Czech Republic","2005","2005",18,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CZE","Czech Republic","2008","2008",23,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","CZE","Czech Republic","2010","2010",21,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CZE","Czech Republic","2000","2000",14,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CZE","Czech Republic","2005","2005",17,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CZE","Czech Republic","2008","2008",22,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",21,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FIN","Finland","2000","2000",24.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FIN","Finland","2007","2007",19.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FIN","Finland","2011","2011",25.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FIN","Finland","2012","2012",21.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FIN","Finland","2017","2017",27.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FIN","Finland","2000","2000",20.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FIN","Finland","2007","2007",18.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FIN","Finland","2011","2011",23.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FIN","Finland","2012","2012",21.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FIN","Finland","2017","2017",26.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","FIN","Finland","2000","2000",22.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","FIN","Finland","2011","2011",24.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","FIN","Finland","2012","2012",21.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","FIN","Finland","2017","2017",26.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FRA","France","2006","2006",17.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","FRA","France","2015","2015",17.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FRA","France","2006","2006",16.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","FRA","France","2015","2015",16.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","FRA","France","2006","2006",17,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","FRA","France","2015","2015",17,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","DEU","Germany","2012","2012",23.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","DEU","Germany","2012","2012",23.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","DEU","Germany","2012","2012",23.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","HUN","Hungary","2009","2009",30.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","HUN","Hungary","2014","2014",31.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","HUN","Hungary","2009","2009",26.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","HUN","Hungary","2014","2014",28.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","HUN","Hungary","2009","2009",28.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",30,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","IRL","Ireland","2007","2007",24,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","IRL","Ireland","2015","2015",22,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","IRL","Ireland","2017","2017",22,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","IRL","Ireland","2007","2007",22,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","IRL","Ireland","2015","2015",25,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","IRL","Ireland","2017","2017",24,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","IRL","Ireland","2007","2007",23,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",23,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",23,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2000","2000",3.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2001","2001",3.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2002","2002",3.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2003","2003",3.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2004","2004",3.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2005","2005",4.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2006","2006",3.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2007","2007",3.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2008","2008",3.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2009","2009",3.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2010","2010",3.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2011","2011",3.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2012","2012",3.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2013","2013",3.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2014","2014",3.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2015","2015",3.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2016","2016",4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","JPN","Japan","2017","2017",4.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2000","2000",2.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2001","2001",2.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2002","2002",3.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2003","2003",2.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2004","2004",2.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2005","2005",3.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2006","2006",3.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2007","2007",3.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2008","2008",3.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2009","2009",4.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2010","2010",3.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2011","2011",4.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2012","2012",3.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2013","2013",4.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2014","2014",4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2015","2015",4.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2016","2016",4.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","JPN","Japan","2017","2017",4.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2000","2000",2.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2001","2001",3.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2002","2002",3.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2003","2003",3.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2004","2004",3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2005","2005",3.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2006","2006",3.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2007","2007",3.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2008","2008",3.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2009","2009",3.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2010","2010",3.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2011","2011",4.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2012","2012",3.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2013","2013",3.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2014","2014",3.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2015","2015",3.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2016","2016",4.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","JPN","Japan","2017","2017",4.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2001","2001",3.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2005","2005",3.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2007","2007",3.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2008","2008",3.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2009","2009",4.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2010","2010",4.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2011","2011",4.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2012","2012",4.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2013","2013",4.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2014","2014",3.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2015","2015",4.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2016","2016",5.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","KOR","Korea","2017","2017",5.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2001","2001",2.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2005","2005",3.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2007","2007",3.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2008","2008",4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2009","2009",3.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2010","2010",3.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2011","2011",4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2012","2012",4.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2013","2013",5.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2014","2014",4.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2015","2015",6.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2016","2016",6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","KOR","Korea","2017","2017",5.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2001","2001",3.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2005","2005",3.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2007","2007",3.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2008","2008",3.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2009","2009",3.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2010","2010",4.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2011","2011",4.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2012","2012",4.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2013","2013",4.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2014","2014",4.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2015","2015",5.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2016","2016",5.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","KOR","Korea","2017","2017",5.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2000","2000",16.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2001","2001",16.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2002","2002",16.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2003","2003",18.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2004","2004",17.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2005","2005",18.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2006","2006",19.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2007","2007",18.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2008","2008",18.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2009","2009",19,"B","Break"
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2010","2010",21,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2011","2011",22,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2012","2012",20.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2013","2013",21,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","LUX","Luxembourg","2014","2014",21.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2000","2000",16.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2001","2001",18.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2002","2002",17.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2003","2003",18.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2004","2004",19,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2005","2005",18.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2006","2006",21.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2007","2007",20.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2008","2008",21.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2009","2009",24.5,"B","Break"
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2010","2010",23.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2011","2011",24.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2012","2012",24.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2013","2013",24.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","LUX","Luxembourg","2014","2014",23.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2000","2000",16.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2001","2001",17.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2002","2002",17.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2003","2003",18.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2004","2004",18.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2005","2005",18.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2006","2006",20.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2007","2007",20,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2008","2008",20.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2009","2009",22.1,"B","Break"
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2010","2010",22.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2011","2011",23.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2012","2012",23,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2013","2013",22.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","LUX","Luxembourg","2014","2014",22.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","MEX","Mexico","2000","2000",28.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","MEX","Mexico","2005","2005",34.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","MEX","Mexico","2006","2006",34.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","MEX","Mexico","2012","2012",37.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","MEX","Mexico","2016","2016",38.6,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","MEX","Mexico","2000","2000",19.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","MEX","Mexico","2005","2005",23.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","MEX","Mexico","2006","2006",24.2,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","MEX","Mexico","2012","2012",26.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","MEX","Mexico","2016","2016",27.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","MEX","Mexico","2000","2000",24.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","MEX","Mexico","2005","2005",30.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","MEX","Mexico","2006","2006",30,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","MEX","Mexico","2012","2012",32.4,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","MEX","Mexico","2016","2016",33.3,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2003","2003",25.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2007","2007",27,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2009","2009",27.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2012","2012",28.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2013","2013",31.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2014","2014",30.1,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2015","2015",32,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2016","2016",32.6,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2017","2017",33.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","NZL","New Zealand","2018","2018",33.6,"P","Provisional value"
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2003","2003",24.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2007","2007",26,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2009","2009",27.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2012","2012",28.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2013","2013",29.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2014","2014",29.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2015","2015",29.4,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2016","2016",30.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2017","2017",30.5,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","NZL","New Zealand","2018","2018",30.7,"P","Provisional value"
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2003","2003",25,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2007","2007",26.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2009","2009",27.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",28.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",30.8,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",29.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",30.7,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",31.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",32.2,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",32.2,"P","Provisional value"
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","PRT","Portugal","2015","2015",32.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","PRT","Portugal","2015","2015",24.9,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","PRT","Portugal","2015","2015",28.7,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","SVK","Slovak Republic","2004","2004",16.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","SVK","Slovak Republic","2005","2005",18,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","SVK","Slovak Republic","2008","2008",16.7,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","SVK","Slovak Republic","2004","2004",17.1,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","SVK","Slovak Republic","2005","2005",16.8,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","SVK","Slovak Republic","2008","2008",17.1,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","SVK","Slovak Republic","2004","2004",16.5,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","SVK","Slovak Republic","2005","2005",17.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","SVK","Slovak Republic","2008","2008",16.9,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","TUR","Turkey","2011","2011",29.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","TUR","Turkey","2017","2017",35.9,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","TUR","Turkey","2011","2011",15.3,,
"BODYOBMS","Obese population, measured","PERMANTH","% of males","TUR","Turkey","2017","2017",21.6,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","TUR","Turkey","2011","2011",22.3,,
"BODYOBMS","Obese population, measured","TOTPOPTX","% of total population","TUR","Turkey","2017","2017",28.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2000","2000",21.4,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2001","2001",23.5,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2002","2002",22.8,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2003","2003",23,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2004","2004",23.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2005","2005",24.2,,
"BODYOBMS","Obese population, measured","PERWOMTF","% of females","GBR","United Kingdom","2006","2006",24.2,,
